Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
ME 372,Heat Transfer and Metrology Lab,Lab,Interdisciplinary STEM Course.,"A - Ankit Jain
A - Gurminder Singh
A - Pradeep Dixit
A - Prateek Anand
A - Ramesh Kumar Singh
A - Sridhar Balasubramanian
I - Sandip Kumar Saha","   
FullSemester","L
Tue-L2-14:00:00-16:55:00-", S1, ,0,No restrictions,"S1
23B2282,23B2290,23B2165,23B2150,23B2104,23B2133,23B2276,23B2229,23B2283,23B2223,23B2190,23B2295,23B2127,23B2185,23B2108,23B2266,23B2270,23B2207,23B2169,23B2268,23B2196,23B2123,23B2201,23B2191,23B2219,23B2278,23B2105,23B2118,23B2121,23B2152,23B2148,23B2180,23B2167,23B2251,23B2225,23B2274,23B2288,23B2234,23B2154,23B2221,23B2187,23B2115,23B2248,23B2143,23B2113,23B2110,23B2134,23B2277,23B2211,23B2259,23B2117,23B2265,23B2240,23B2236,23B2128,23B2163,23B2171,23B2116,23B2263,23B2202,23B2286,23B2216,23B2120,23B2218,23B2173,23B2203,23B2137,23B2102,23B2254,23B2184,23B2247,23B2291,23B2157,23B2213,23B2264,23B2149,23B2271,23B2112,23B2222,23B2243,23B2135,23B2210,23B2147,23B2292,23B2146,23B2129,23B2294,23B2193,23B2245,23B2214,23B2111,23B2103,23B2170,23B2253,23B2237,23B2153,23B2206,23B2285,23B2215,
S2
23B2239,23B2269,23B2114,23B2200,23B2241,23B2257,23B2246,23B2252,23B2205,23B2142,23B2217,23B2156,23B2132,23B2296,23B2228,23B2212,23B2176,23B2145,23B2164,23B2183,23B2178,23B2230,23B2158,23B2262,23B2220,23B2235,23B2144,23B2231,23B2199,23B2281,23B2258,23B2197,23B2160,23B2255,23B2166,23B2208,23B2109,23B2168,23B2195,23B2267,23B2275,23B2141,23B2189,23B2139,23B2260,23B2209,23B2232,23B2250,23B2188,23B2273,23B2272,23B2179,23B2136,23B2289,23B2261,23B2204,23B2249,23B2284,23B2119,23B2155,23B2130,23B2280,23B2238,23B2233,23B2279,23B2242,23B2159,23B2177,23B2192,23B2256,23B2101,23B2226,23B2138,23B2293,23B2227,23B2140,23B2186,23B2224,23B2297,23B2151,23B2131,23B2181,23B2174,23B2162,23B2125,23B2126,23B2194,23B2106,23B2122,23B2107,23B2182,23B2161,23B2244,23B2124,23B2287,23B2175,23B2172,
",3.0, ,3.0, , ,N,"Incropera F. P. and Dewitt D. P., Fundamentals of Heat and Mass Transfer, 5th Ed., Wiley and Sons, New York, 2002.Gayler J. F. W. and C. R Shotbolt, Metrology for Engineers, ELBS, 1990.","Part A: Heat Transfer Determination of the thermal conductivity of a material in granular form. Determination of the total hemispherical emissivity of a surface by two methods. Study the natural convection heat transfer from a vertical tube. Study the performance of a pin fin under natural and forced convection conditions. Heat transfer through circular tube with uniform heat flow. Measurement of the forced convection heat transfer coefficient in cross-flow over a circular tube. Study the performance of a double-pipe heat exchanger under parallel and counter flow conditions. Part B: Metrology Measurements of lengths, angles, flatness, squareness, parallelism, alignment, surface finish, and errors in gears and screw threads."
ME 372,Heat Transfer and Metrology Lab,Lab,Interdisciplinary STEM Course.,"A - Gurminder Singh
A - Pradeep Dixit
A - Ramesh Kumar Singh
I - Ankit Jain
I - Prateek Anand
I - Sandip Kumar Saha
I - Sridhar Balasubramanian","   
FullSemester","L
Fri-L4-14:00:00-16:55:00-", S2, ,0,No restrictions,"S1
23B2282,23B2290,23B2165,23B2150,23B2104,23B2133,23B2276,23B2229,23B2283,23B2223,23B2190,23B2295,23B2127,23B2185,23B2108,23B2266,23B2270,23B2207,23B2169,23B2268,23B2196,23B2123,23B2201,23B2191,23B2219,23B2278,23B2105,23B2118,23B2121,23B2152,23B2148,23B2180,23B2167,23B2251,23B2225,23B2274,23B2288,23B2234,23B2154,23B2221,23B2187,23B2115,23B2248,23B2143,23B2113,23B2110,23B2134,23B2277,23B2211,23B2259,23B2117,23B2265,23B2240,23B2236,23B2128,23B2163,23B2171,23B2116,23B2263,23B2202,23B2286,23B2216,23B2120,23B2218,23B2173,23B2203,23B2137,23B2102,23B2254,23B2184,23B2247,23B2291,23B2157,23B2213,23B2264,23B2149,23B2271,23B2112,23B2222,23B2243,23B2135,23B2210,23B2147,23B2292,23B2146,23B2129,23B2294,23B2193,23B2245,23B2214,23B2111,23B2103,23B2170,23B2253,23B2237,23B2153,23B2206,23B2285,23B2215,
S2
23B2239,23B2269,23B2114,23B2200,23B2241,23B2257,23B2246,23B2252,23B2205,23B2142,23B2217,23B2156,23B2132,23B2296,23B2228,23B2212,23B2176,23B2145,23B2164,23B2183,23B2178,23B2230,23B2158,23B2262,23B2220,23B2235,23B2144,23B2231,23B2199,23B2281,23B2258,23B2197,23B2160,23B2255,23B2166,23B2208,23B2109,23B2168,23B2195,23B2267,23B2275,23B2141,23B2189,23B2139,23B2260,23B2209,23B2232,23B2250,23B2188,23B2273,23B2272,23B2179,23B2136,23B2289,23B2261,23B2204,23B2249,23B2284,23B2119,23B2155,23B2130,23B2280,23B2238,23B2233,23B2279,23B2242,23B2159,23B2177,23B2192,23B2256,23B2101,23B2226,23B2138,23B2293,23B2227,23B2140,23B2186,23B2224,23B2297,23B2151,23B2131,23B2181,23B2174,23B2162,23B2125,23B2126,23B2194,23B2106,23B2122,23B2107,23B2182,23B2161,23B2244,23B2124,23B2287,23B2175,23B2172,
",3.0, ,3.0, , ,N,"Incropera F. P. and Dewitt D. P., Fundamentals of Heat and Mass Transfer, 5th Ed., Wiley and Sons, New York, 2002.Gayler J. F. W. and C. R Shotbolt, Metrology for Engineers, ELBS, 1990.","Part A: Heat Transfer Determination of the thermal conductivity of a material in granular form. Determination of the total hemispherical emissivity of a surface by two methods. Study the natural convection heat transfer from a vertical tube. Study the performance of a pin fin under natural and forced convection conditions. Heat transfer through circular tube with uniform heat flow. Measurement of the forced convection heat transfer coefficient in cross-flow over a circular tube. Study the performance of a double-pipe heat exchanger under parallel and counter flow conditions. Part B: Metrology Measurements of lengths, angles, flatness, squareness, parallelism, alignment, surface finish, and errors in gears and screw threads."
ME 409,Intelligent Manufacturing Systems Lab,Lab,Interdisciplinary STEM Course.,"I - Asim Tewari
I - Deepak Marla
I - Shyamprasad Karagadde
I - Soham Mujumdar
I - Sushil Kumar Mishra","   
FullSemester","L
Fri-L4-14:00:00-16:55:00-
Tue-L2-14:00:00-16:55:00-", , ,200,No restrictions,[],6.0, , , , ,N,x,x
ME 415,Computational Fluid Dynamics and Heat Transfer,Theory,Interdisciplinary STEM Course.,I - Atul Sharma,"  F 24
FullSemester","5
Fri-5B-09:30:00-10:55:00-F 24
Wed-5A-09:30:00-10:55:00-F 24", , Biometric Enabled,50,No restrictions,[],6.0,2.0,1.0, , ,N,"Cebeci,T. and Bradshaw, P., Physical and Computational Aspects of Convective Heat Transfer, Springer-Verlag,1984. Cebeci,T. and Bradshaw,P., Momentum Transfer in Boundary Layers, McGraw Hill, 1977. Patankar,S.V., Numerical Heat Transfer and Fluid Flow, McGraw Hill, 1980. Hirsch,C., Numerical Computation of Internal and External Flows Vols 1 & 2, John Wiley & Sons, 1988. Fletcher, C.A.J., Computational Techniques for Fluid Dynamics Vols. 1 & 2, Springer Verlag 1988","Review of conservation equations, lumped parameter approach leading to non-linear equations, numerical solutions of non-linear equation. Concept of round off error, overflow, propagation of error. Problems leading to system of linear equations. Techniques for solving system of linear equations (direct and iterative). Scaling and nondimensionalisation. Linear and non linear regression techniques to correlate experimental data. Numerical Integration, calculation of shape factors. Thermal and fluid problems leading to ODE. Initial, Boundary and Eigen value problems. Solutions of ODE using marching and finite difference methods. Characterization of partial differential equations, Numerical solutions of elliptic, parabolic and hyperbolic equations encountered in heat transfer and fluid flow."
ME 441,Applied Thermodynamics Lab,Lab,Interdisciplinary STEM Course.,"I - Abhijeet Kumar
I - Abhilash Chandy
I - Dipanshu Bansal
I - Janani Srree Murallidharan
I - Shankar Krishnan
I - Sreedhara Sheshadri","   
FullSemester","L
Mon-L1-14:00:00-16:55:00-", S1, ,0,No restrictions,"S1
23B2167,23B2225,23B2274,23B2288,23B2234,23B2154,23B2221,23B2187,23B2115,23B2248,23B2143,23B2113,23B2110,23B2134,23B2277,23B2211,23B2259,23B2117,23B2265,23B2240,23B2236,23B2128,23B2163,23B2171,23B2116,23B2263,23B2202,23B2286,23B2216,23B2120,23B2218,23B2173,23B2203,23B2137,23B2102,23B2254,23B2184,23B2247,23B2291,23B2157,23B2213,23B2264,23B2149,23B2271,23B2112,23B2222,23B2243,23B2135,23B2210,23B2147,23B2292,23B2146,23B2129,23B2294,23B2193,23B2245,23B2214,23B2111,23B2103,23B2170,23B2253,23B2237,23B2153,23B2206,23B2285,23B2215,23B2282,23B2290,23B2165,23B2150,23B2104,23B2133,23B2276,23B2229,23B2283,23B2223,23B2190,23B2295,23B2127,23B2185,23B2108,23B2266,23B2270,23B2207,23B2169,23B2268,23B2196,23B2123,23B2201,23B2191,23B2219,23B2278,23B2105,23B2118,23B2121,23B2152,23B2148,23B2180,23B2251,
S2
23B2160,23B2255,23B2166,23B2208,23B2109,23B2168,23B2195,23B2267,23B2275,23B2141,23B2189,23B2139,23B2260,23B2209,23B2232,23B2250,23B2188,23B2273,23B2272,23B2179,23B2136,23B2289,23B2261,23B2204,23B2249,23B2284,23B2119,23B2155,23B2130,23B2280,23B2238,23B2233,23B2279,23B2242,23B2159,23B2177,23B2192,23B2256,23B2101,23B2226,23B2138,23B2293,23B2227,23B2140,23B2186,23B2224,23B2297,23B2151,23B2131,23B2181,23B2174,23B2162,23B2125,23B2126,23B2194,23B2106,23B2122,23B2107,23B2182,23B2161,23B2244,23B2124,23B2287,23B2175,23B2172,23B2239,23B2269,23B2114,23B2200,23B2241,23B2257,23B2246,23B2252,23B2205,23B2142,23B2217,23B2156,23B2132,23B2296,23B2228,23B2212,23B2176,23B2145,23B2164,23B2183,23B2178,23B2230,23B2158,23B2262,23B2220,23B2235,23B2144,23B2231,23B2199,23B2281,23B2258,23B2197,
",3.0, ,3.0, , ,N, , 
ME 441,Applied Thermodynamics Lab,Lab,Interdisciplinary STEM Course.,"I - Abhijeet Kumar
I - Abhilash Chandy
I - Dipanshu Bansal
I - Janani Srree Murallidharan
I - Shankar Krishnan
I - Sreedhara Sheshadri","   
FullSemester","L
Thu-L3-14:00:00-16:55:00-", S2, ,0,No restrictions,"S1
23B2167,23B2225,23B2274,23B2288,23B2234,23B2154,23B2221,23B2187,23B2115,23B2248,23B2143,23B2113,23B2110,23B2134,23B2277,23B2211,23B2259,23B2117,23B2265,23B2240,23B2236,23B2128,23B2163,23B2171,23B2116,23B2263,23B2202,23B2286,23B2216,23B2120,23B2218,23B2173,23B2203,23B2137,23B2102,23B2254,23B2184,23B2247,23B2291,23B2157,23B2213,23B2264,23B2149,23B2271,23B2112,23B2222,23B2243,23B2135,23B2210,23B2147,23B2292,23B2146,23B2129,23B2294,23B2193,23B2245,23B2214,23B2111,23B2103,23B2170,23B2253,23B2237,23B2153,23B2206,23B2285,23B2215,23B2282,23B2290,23B2165,23B2150,23B2104,23B2133,23B2276,23B2229,23B2283,23B2223,23B2190,23B2295,23B2127,23B2185,23B2108,23B2266,23B2270,23B2207,23B2169,23B2268,23B2196,23B2123,23B2201,23B2191,23B2219,23B2278,23B2105,23B2118,23B2121,23B2152,23B2148,23B2180,23B2251,
S2
23B2160,23B2255,23B2166,23B2208,23B2109,23B2168,23B2195,23B2267,23B2275,23B2141,23B2189,23B2139,23B2260,23B2209,23B2232,23B2250,23B2188,23B2273,23B2272,23B2179,23B2136,23B2289,23B2261,23B2204,23B2249,23B2284,23B2119,23B2155,23B2130,23B2280,23B2238,23B2233,23B2279,23B2242,23B2159,23B2177,23B2192,23B2256,23B2101,23B2226,23B2138,23B2293,23B2227,23B2140,23B2186,23B2224,23B2297,23B2151,23B2131,23B2181,23B2174,23B2162,23B2125,23B2126,23B2194,23B2106,23B2122,23B2107,23B2182,23B2161,23B2244,23B2124,23B2287,23B2175,23B2172,23B2239,23B2269,23B2114,23B2200,23B2241,23B2257,23B2246,23B2252,23B2205,23B2142,23B2217,23B2156,23B2132,23B2296,23B2228,23B2212,23B2176,23B2145,23B2164,23B2183,23B2178,23B2230,23B2158,23B2262,23B2220,23B2235,23B2144,23B2231,23B2199,23B2281,23B2258,23B2197,
",3.0, ,3.0, , ,N, , 
ME 444,Analysis and Design of Mechanical Systems,Theory,Interdisciplinary STEM Course.,I - Seshu Pasumarthy,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", S1, ,120,No restrictions,"S1
24B2153,24B2192,24B2240,24B2276,24B2260,24B2139,24B2286,24B2237,24B2201,24B2166,24B2165,24B2150,24B2124,24B2131,24B2133,24B2145,24B2302,24B2191,24B2303,24B2169,24B2167,24B2203,24B2274,24B2154,24B2232,24B2223,24B2186,24B2183,24B2213,24B2281,24B2300,24B2130,24B2224,24B2140,24B2143,24B2171,24B2187,24B2242,24B2113,24B2146,24B2293,24B2157,24B2117,24B2220,24B2288,24B2195,24B2158,24B2103,24B2101,24B2178,24B2252,24B2149,24B2272,24B2251,24B2243,24B2193,24B2196,24B2236,24B2144,24B2299,24B2284,24B2126,24B2292,24B2298,24B2151,24B2264,24B2161,24B2129,24B2218,24B2147,24B2174,24B2225,24B2287,24B2114,24B2128,24B2278,24B2138,24B2234,24B2209,24B2214,24B2189,24B2258,24B2222,24B2206,24B2177,24B2285,24B2152,24B2211,24B2226,24B2110,24B2259,24B2185,24B2204,24B2210,24B2119,24B2239,24B2179,24B2244,24B2160,24B2245,24B2194,
S2
24B2181,24B2282,24B2122,24B2199,24B2115,24B2275,24B2291,24B2212,24B2233,24B2238,24B2227,24B2207,24B2290,24B2202,24B2106,24B2254,24B2289,24B2136,24B2142,24B2230,24B2241,24B2135,24B2257,24B2120,24B2132,24B2231,24B2198,24B2127,24B2109,24B2294,24B2255,24B2267,24B2184,24B2141,24B2215,24B2235,24B2249,24B2173,24B2200,24B2256,24B2190,24B2180,24B2175,24B2156,24B2118,24B2247,24B2266,24B2148,24B2159,24B2296,24B2108,24B2102,24B2112,24B2248,24B2263,24B2116,24B2217,24B2283,24B2295,24B2163,24B2261,24B2271,24B2105,24B2182,24B2205,24B2279,24B2197,24B2228,24B2125,24B2121,24B2269,24B2104,24B2188,24B2229,24B2123,24B2246,24B2137,24B2111,24B2219,24B2168,24B2265,24B2162,24B2155,24B2107,24B2301,24B2170,24B2250,24B2134,24B2297,24B2164,24B2172,24B2208,24B2273,24B2253,24B2280,24B2277,24B2268,24B2270,24B2262,24B2216,24B2221,
",6.0,2.0, ,2.0, ,N,"1. Paul B., Kinematics and Dynamics of Planar Mechanisms, Prentice Hall, 1979 2. Tse F. S., Morse I.E. and Hinkle R. T., Mechanical Vibrations, CBS Publishers and Distributors, 1983. 3. Rao J. S. and Gupta K., Introductory Course on Vibrations, Wiley Eastern, 1984. 4. Uicker J.J., Pennock G.R. and Shigley J.E., Theory of Machines and Mechanisms, 3rd Ed., Oxford University Press, New York, 2005. 5. Rattan S.S., Theory of Machines, 2nd Ed., Tata McGraw Hill, New Delhi, 2005. 6. Norton, R.L., Design of Machinery, Third Edition, Tata McGraw Hill, New Delhi, 2005. 7. M.F.Spotts, Design of machine elements, Prentice Hall of India, 1991. 8. Thomas Bevan, Theory of Machines, CBS Publishers and Distributors, 1984. 9. Richard Budynas and Keith Nisbett, Shigley`s Mechanical Engineering Design, 11th Edition, McGraw Hill, 2020.","Components of mechanical drivetrains: Law of Gearing, Epicyclic Gear Train, Kinematics of CamsForces, moments and power in mechanical drives: Shafts, Gears, Clutches, Brakes, Keys, Belts, Pulleys, Bearings; Reliability and selection of bearingsIntroduction to Vibration: 1 DOF vibrations: Free, forced; 2 DOF vibrations: Free, Tuned mass dampersDynamics of Machines: Static and dynamic balancing, Bearing loads in a single cylinder engine, unbalance due to reciprocating masses, shaft whirling (modelled as a single DOF system), Gyroscopes"
ME 444,Analysis and Design of Mechanical Systems,Theory,Interdisciplinary STEM Course.,I - Amit Kumar Singh,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", S2, ,120,No restrictions,"S1
24B2153,24B2192,24B2240,24B2276,24B2260,24B2139,24B2286,24B2237,24B2201,24B2166,24B2165,24B2150,24B2124,24B2131,24B2133,24B2145,24B2302,24B2191,24B2303,24B2169,24B2167,24B2203,24B2274,24B2154,24B2232,24B2223,24B2186,24B2183,24B2213,24B2281,24B2300,24B2130,24B2224,24B2140,24B2143,24B2171,24B2187,24B2242,24B2113,24B2146,24B2293,24B2157,24B2117,24B2220,24B2288,24B2195,24B2158,24B2103,24B2101,24B2178,24B2252,24B2149,24B2272,24B2251,24B2243,24B2193,24B2196,24B2236,24B2144,24B2299,24B2284,24B2126,24B2292,24B2298,24B2151,24B2264,24B2161,24B2129,24B2218,24B2147,24B2174,24B2225,24B2287,24B2114,24B2128,24B2278,24B2138,24B2234,24B2209,24B2214,24B2189,24B2258,24B2222,24B2206,24B2177,24B2285,24B2152,24B2211,24B2226,24B2110,24B2259,24B2185,24B2204,24B2210,24B2119,24B2239,24B2179,24B2244,24B2160,24B2245,24B2194,
S2
24B2181,24B2282,24B2122,24B2199,24B2115,24B2275,24B2291,24B2212,24B2233,24B2238,24B2227,24B2207,24B2290,24B2202,24B2106,24B2254,24B2289,24B2136,24B2142,24B2230,24B2241,24B2135,24B2257,24B2120,24B2132,24B2231,24B2198,24B2127,24B2109,24B2294,24B2255,24B2267,24B2184,24B2141,24B2215,24B2235,24B2249,24B2173,24B2200,24B2256,24B2190,24B2180,24B2175,24B2156,24B2118,24B2247,24B2266,24B2148,24B2159,24B2296,24B2108,24B2102,24B2112,24B2248,24B2263,24B2116,24B2217,24B2283,24B2295,24B2163,24B2261,24B2271,24B2105,24B2182,24B2205,24B2279,24B2197,24B2228,24B2125,24B2121,24B2269,24B2104,24B2188,24B2229,24B2123,24B2246,24B2137,24B2111,24B2219,24B2168,24B2265,24B2162,24B2155,24B2107,24B2301,24B2170,24B2250,24B2134,24B2297,24B2164,24B2172,24B2208,24B2273,24B2253,24B2280,24B2277,24B2268,24B2270,24B2262,24B2216,24B2221,
",6.0,2.0, ,2.0, ,N,"1. Paul B., Kinematics and Dynamics of Planar Mechanisms, Prentice Hall, 1979 2. Tse F. S., Morse I.E. and Hinkle R. T., Mechanical Vibrations, CBS Publishers and Distributors, 1983. 3. Rao J. S. and Gupta K., Introductory Course on Vibrations, Wiley Eastern, 1984. 4. Uicker J.J., Pennock G.R. and Shigley J.E., Theory of Machines and Mechanisms, 3rd Ed., Oxford University Press, New York, 2005. 5. Rattan S.S., Theory of Machines, 2nd Ed., Tata McGraw Hill, New Delhi, 2005. 6. Norton, R.L., Design of Machinery, Third Edition, Tata McGraw Hill, New Delhi, 2005. 7. M.F.Spotts, Design of machine elements, Prentice Hall of India, 1991. 8. Thomas Bevan, Theory of Machines, CBS Publishers and Distributors, 1984. 9. Richard Budynas and Keith Nisbett, Shigley`s Mechanical Engineering Design, 11th Edition, McGraw Hill, 2020.","Components of mechanical drivetrains: Law of Gearing, Epicyclic Gear Train, Kinematics of CamsForces, moments and power in mechanical drives: Shafts, Gears, Clutches, Brakes, Keys, Belts, Pulleys, Bearings; Reliability and selection of bearingsIntroduction to Vibration: 1 DOF vibrations: Free, forced; 2 DOF vibrations: Free, Tuned mass dampersDynamics of Machines: Static and dynamic balancing, Bearing loads in a single cylinder engine, unbalance due to reciprocating masses, shaft whirling (modelled as a single DOF system), Gyroscopes"
ME 460,Solid State Joining,Theory,Interdisciplinary STEM Course.,I - Amber Shrivastava,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"- Jacob lubliner, ""Plasticity Theory"" Published by Pearson Education 2008.- Helmut Mehrer "" Diffusion in Solids"" - Published by Springer 2007- Lucas Filipe, Andreas Ochsner "" Modeling of adhesively Bonded Joints"" - Published by Springer 2008- Serope Kalpakjian Steven R.Schmid ""Manufacturing Engineering Technology"" Published by Prentiice Hall 2001.",- Mechanizm of solid state joining - Thermo-mechanical processing of metals and metal-alloys - Diffusion in solids - Adhesive models - Deformation based joining processes - Cold / pressure welding -Roll Bonding - Friction welding - Friction stir welding - Ultrasonic welding - Explosive welding - Diffusion bonding - Adhesive bonding - Brazing - Joining of dissimilar materials - Analytical and numerical modelling of solid state joining processes
ME 472,Nonlinear Dynamics and Chaos,Theory,Interdisciplinary STEM Course.,I - Salil Shreekant Kulkarni,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", , ,40,"[['2024', '2025'], ['ALL', 'ALL'], ['B.Tech.', 'B.Tech.'], ['Deny', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",[],6.0,2.0,1.0, , ,N,"Strogatz, S. Nonlinear Dynamics and Chaos: With Applications to Physics,Biology, Chemistry, and Engineering, 1st ed, Westview Press, 1994.Khalil, H. Nonlinear Systems, 3rd Edition, Prentice-Hall, 2002.","Introduction and motivation. First-order differential equations - stability and bifurcations of equilibria. Second-order differential equations - phase plane analysis, equilibria and limit cycles, and their bifurcations. Higher order differential equations. Simplifications of nonlinear dynamical system near equilibria, Perturbation methods and their applications to weakly nonlinear oscillators. Introduction to Chaos."
ME 496,BTP II,Other Project,Interdisciplinary STEM Course.,I - Nitesh Prakash Yelve,"   
FullSemester",, , ,0,No restrictions,[],12.0, , ,12.0, ,N, , 
ME 594,Dual Degree Project II,Project Stage 2,Interdisciplinary STEM Course.,I - Nitesh Prakash Yelve,"   
FullSemester",, , ,0,"[['ALL'], ['ALL'], ['ALL'], ['Allowed'], ['Non-Overridable']]",[],42.0, ,36.0, , ,N, , 
ME 604,Robotics,Theory,Interdisciplinary STEM Course.,I - Prasanna Subhash Gandhi,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,60,No restrictions,[],6.0,2.0,1.0, , ,N,"K.S Fu, R.C. Gonzalez, C.S.G. Lee, Robotics, McGraw Hill, 1987. Y. Koren, Robotics for Engineers, McGraw Hill, 1985 J.J. Craig, Robotics, Addison-Wesley, 1986.","Introduction. Construction of manipulators, advantages and disadvantages of various kinematic structures. Applications, Actuators, pneumatic, hydraulic and electric. Characteristics and control. Nonservo robots, motion planning. Feed back systems, encoders, servo control PTP and CP. Kinematics, homogeneous coordinates, solution of the inverse kinematic problem, multiple solutions, jacobian, work envelopes. Trajectory planning. Manipulator dynamics and force control. Sensors: Vision, ranging, laser, acoustic, tactile. Developments in sensor technology, sensory control. Programming Language: VAL, RAIL, AML. Mobile robots, walking devices. Robot reasoning."
ME6103,Ultrafast Lasers: Fundamentals and Applications,Theory,Interdisciplinary STEM Course.,A - Deepak Marla,"   
FullSemester","L
Mon-L1-14:00:00-16:55:00-
Thu-8B-14:00:00-15:25:00-", , ,12,No restrictions,[],6.0,1.5, ,3.0, ,N,x,x
ME6103,Ultrafast Lasers: Fundamentals and Applications,Theory,Interdisciplinary STEM Course.,A - Deepak Marla,"   
FullSemester","8
Mon-L1-14:00:00-16:55:00-
Thu-8B-14:00:00-15:25:00-", , ,12,No restrictions,[],6.0,1.5, ,3.0, ,N,x,x
ME6109,Mechanical Measurements,Theory,Interdisciplinary STEM Course.,I - S. V. V. Prabhu,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,0,No restrictions,[],6.0,2.0,1.0, , ,N,"Measurement Systems: Application and Design, E.O. Doebelin, Fourth Edition, 1990, McGraw Hill.Theory and Design for Mechanical Measurements, R.S.Figiola and D.E.Beasley, Fifth Edition, 2008, John Wiley and Sons. Mechanical Measurements, T.J.Beckwith, R.D.Marangoni, J.H.Lienhard, 2007, Prentice Hall Measurement and Instrumentation Principles, Alan S Morris, Third Edition, 2001, Butterworth-Heinemann. Op-amps and Linear Integrated Circuits, R.A.Gayakwad, 2000, Prentice Hall","Introduction: Generalized measurement system, static calibration, calibration, random errors, uncertainty analysis, Dynamic characteristics: zero, first and second order measurement systems. Temperature measurement: Introduction to temperature measurement, Thermocouples: laws governing their use; Static and Dynamic characteristics of thermocouples, Other measurement techniques like Infrared thermography and liquid crystal thermography Pressure/ Velocity measurement: Manometers, pressure transducers (resistive, inductive and capacitance) and their static and dynamic characteristics, Pitot static tube, Three hole and five hole probes, Hot wire anemometer, particle image velocimetry. Flow measurement: Differential pressure devices (orifice, venturi, nozzle, conical), variable area meters, Coriolis mass flowmeter, electromagnetic flowmeter, vortex flowmeter. Strain measurement: Electrical type strain gauges, metallic resistance strain gauge, selection and installation of strain gages, circuitry for strain measurement, temperature compensation, calibration, stress analysis methods Force and torque measurement: Standards, elastic transducers, strain gage load cells, hydraulic and pneumatic systems, torque measurement, combined force and moment measurement Measurement of motion: LVDT, general theory of seismic instruments, vibrometers and accelerometers, piezoelectric accelerometers and vibrometers-circuitry and calibration, exciter systems, vibration test methods. Signal conditioning: Operational amplifiers, filters (physical and digital)"
ME6114,Joint Biomechanics,Theory,Interdisciplinary STEM Course.,I - Darshan Sunil Shah,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"AMR Agur & AF Dalley, Grant`s Atlas of Anatomy, 14th edition, Wolters Kluwer, 2016M Nordin & VH Frankel, Basic Biomechanics of the Musculoskeletal System, 4th edition, Wolters Kluwer, 2CR Ethier & CA Simmons, Introductory Biomechanics: From Cells to Organisms, 1st edition, Cambridge University Press, 2007","Introduction to human skeletal system (terminology, planes, directions of motions) and engineering classification of human joints Mechanical properties of skeletal tissue (bone, muscle, ligament, tendon, cartilage) and their interactions at joints Principles of mechanics (equilibrium, stresses, axial loading, shear, bending, torsion) applied to the skeletal system Anatomy and biomechanics of upper limb joints (shoulder, elbow, wrist and hand) Anatomy and biomechanics of lower limb joints (hip, knee, ankle and foot) Anatomy and biomechanics of joints of the central core (jaw, neck and spine) Quantification of joint biomechanics (experimental and computational methods) Alterations in joint biomechanics following orthopaedic pathology (osteoarthritis, fracture, sprain) and surgery (implants, fusion, grafting) Applications of joint biomechanics (medical devices, patient rehabilitation, sports) PLEASE NOTE: The content mentioned above is simply an exhaustive list of topics to be covered in the course; it does not indicate the chronology of individual lectures and/or the distribution of content across lectures"
