Course Code,Course Name,Course Type,Course content category Only for 2022 Entrants,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Division Defined,Restrictions,Total Credits,Lecture,Tutorial,Practical,Self-Study,Half Semester,Text Reference,Course Description
PH 543,Advanced Statistical Mechanics,Theory,Interdisciplinary STEM Course.,I - Amitabha Nandi,"  Class Room : LT 101
FullSemester","8
Mon-8A-14:00:00-15:25:00-Class Room : LT 101
Thu-8B-14:00:00-15:25:00-Class Room : LT 101", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011Statistical Physics of Particles (volume I), M. Kardar2.011Statistical Physics of Fields (volume II), M. Kardar3.011Handbook of Stochastic Methods, C.W. Gardiner 4.011Stochastic Processes in Physics and Chemistry, N.G. Van Kampen5.011Fokker-Plank Equation, H. Risken6.011Equilibrium Statistical Physics, M. Plischke and B. Bergersen7.011Principles of Condensed matter physics, P.M. Chaikin and T.C. Lubensky8.011Statistical Mechanics, K. Huang 9.011Scaling and renormalisation in statistical physics, John Cardy10.011Exactly solved models in Statistical Physics, R. J. Baxter","Introduction and Overview 2. Probability Theory, A-priori probabilities, Distributions, generating functions (moment and cumulant series expansions) Inter-conversion of probability distributions Central Limit Theorem 3. Folklore of Phase transitions: exponents and universality Yang-Lee theorem and singularities in phase transition Lattice gas: fluid-magnet analogy 4. Transfer matrices, Ising and Dimer models Duality and exact Tc of 2-d Ising model, Overview of exactly solvable models 5. Master Equation, Two processes in details — Random Walk, and Birth Process [method of Lagrange characteristics]. More examples. Waiting times, and continuous time random walk. Theory of W-matrices, Equilibrium versus Non-equilibrium steady states — detailed balance and other balances. Ergodicity,Kinetic Monte-Carlo, and simulation of kinetics of models. Metropolis Monte Carlo — simulations of spin systems, and other equilibrium models. 6. Fokker-Planck and Langevin equations Solutions by various methods, connection between the two approaches. Absorbing boundaries and first passage problem, reflecting boundaries, Kramer’s problem, Auto-correlations using Langevin equation — [Wiener, Ornstein-Uhlenbeck, Rouse Polymer (sub-diffusion), Polymer in shear flow (super-diffusion)] 7. Approximate approaches to critical phenomena Mean field theory for magnets: calculation of Exponents Overview of Van der Waal’s theory Ginzburg-Landau theory and fluctuations, Gaussian approximation, Calculation of Correlation function, and specific heat. 8. Scaling hypothesis, Renormalisation group (RG) Preliminary examples 9. Vector order parameters — equilibrium versus non-equilibrium XY model, Vicsek model"
PH 549,Physics of Biological Systems,Theory,Interdisciplinary STEM Course.,I - Mithun Kumar Mitra,"  Class Room : LT 101
FullSemester","9
Mon-9A-15:30:00-16:55:00-Class Room : LT 101
Thu-9B-15:30:00-16:55:00-Class Room : LT 101", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011R. Phillips, J. Kondev, J. Theriot & H. Garcia, Physical Biology of the Cell, Garland Science2.011K. Roberts, D. Bray, J. Lewis, M. Raff, A. Johnson, B. Alberts, Molecular Biology of theCell, Garland Science, 3.011P. Nelson, Biological Physics, 4.011W.H. Freeman, J. Howard, Mechanics of Motor Proteins and the Cytoskeleton, Sinauer Associates, 5.011D. Bray, Cell Movements: From Molecules to Motility, Garland Science, 6.011D. Boal, Mechanics of the Cell, Cambridge University Press,7.011H.C. Berg, Random Walks in Biology, Princeton University Press, 1983","Numbers and scales in Biology, temporal scales, kinetic processes, model systems. Diffusion in biological systems, Brownian motion, Reynolds number, intraand intercellular transport. Pattern formation in biology, Turing model, Reactiondiffusion systems, mechano-chemical coupling, patterns in development. Cell, cytoskeleton and motors, invitro and invivo measurements, models for filaments and motors, example systems, cell division and active matter. Chromatin structure and function, DNA and genes, nucleosomes and epigenetic regulation, higherorder structures. Gene expression, Role of noise, transcription and translation. Optional: • Viral infections, lysis, lysogeny, horizontal gene transfer, immune responses. Proteinfolding and mis-folding, aggregation and amyloids."
PH 555,Project Stage III,Other Project,Interdisciplinary STEM Course.,I - Himadri Shekhar Dhar,"   
FullSemester",, , ,0,,No restrictions,24.0, , , , ,N, , 
PH 557,Theoretical Condensed Matter Physics,Theory,Interdisciplinary STEM Course.,I - Sayantika Bhowal,"  Class Room : LT 003
FullSemester","15
Fri-15B-19:00:00-20:25:00-Class Room : LT 003
Tue-15A-19:00:00-20:25:00-Class Room : LT 003", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011W. Harrison, Solid State Theory Tata McGraw Hill. 2.011N. Ashcroft and N.D. Mermin, Solid State Physics, Holt, Rinehart and Winston, 1972. 3.011J. Ziman, Principles in the Theory of Solids, Cambridge.","Elementary theory of groups and their representation, application solid state physics. Electronic state in solids. Hartree and Hartree-Fock approximation. Free electron, exchange, pseudopotential theory. Cohesive energy of simple metals. Energy bands and their symmetries. Magnetism: Heisenberg exchange and magnetic ordering, magnetic resonance and relaxation. Superconductivity: Microscopic theory, Josephson effect, flux quantization."
PH 561,Ultrafast Sciences,Theory,Interdisciplinary STEM Course.,I - Gopal Dixit,"  Class Room : LT 303
FullSemester","8
Mon-8A-14:00:00-15:25:00-Class Room : LT 303
Thu-8B-14:00:00-15:25:00-Class Room : LT 303", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,1.011Nonlinear Optics by R. Boyd (Elsevier/Academic Press)2.011Ultrafast Optics by A. M. Weiner (Wiley)3.011Ultrashort Laser Pulse Phenomena by J-C Diels and W. Rudolph (Elsevier/Academic Press)4.011Frequency resolved optical gating: The measurement of ultrashort laser pulses by R.Trebino (Springer)5.011Ultrafast Biophotonics by P. Vasa and D. Mathur (Springer)6.011Lectures on Ultrafast Intense Laser Science by K. Yamanuchi (Springer),"Ultrafast science: Introduction, Spatio-temporal properties of ultrashort pulses Generation of ultra-short pulses, Material dispersion and compensation Nonlinear optics, Ultrashort pulse characterization Pulse propagation through various media, Pulse-shaping and coherent control Applications in atomic and molecular physics, Applications in condensed matter physics and materials science, Applications in bio-photonics and femto-chemistry High power lasers, Extreme nonlinear effects: Experiments and theory Intense field effects and attosecond science (Theory and experiments)"
PH 563,Group Theory Methods,Theory,Interdisciplinary STEM Course.,I - Vikram Rentala,"  Class Room : LT 106
FullSemester","12
Mon-12A-17:30:00-18:55:00-Class Room : LT 106
Thu-12B-17:30:00-18:55:00-Class Room : LT 106", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011Group theory and its application to Physical Problems, M. Hammermesh, 1965 Wiley‐VCH Verlag GmbH & Co. 2.011Lie groups and lie algebras for physicists - Das and Okubo3.011Lie algebras in particle physics - H. Georgi","Discrete groups and applications : cyclic groups, permutation groups, point groups, irreducible representations, great orthogonality theorem, character tables. Applications like selection rules, normal modes of molecules possessing symmetry and energy splitting due to symmetry breaking which will highlight the power of group theory tools. Continuous groups.: space translations, time translations, rotations and their symmetry properties. A formal introduction of Lie algebras and Lie Groups with particular emphasis on Lie groups SU(2) and SU(3). The applications in quantum mechanical angular momentum and particle physics quark models . Young Tableau approach of understanding tensor product and irreducible representations of SU(N). Lorentz group, dynamical symmetry for appreciating the elegant way of obtaining energy spectrum of hydrogen atom."
PH 565,Semiconductor Physics,Theory,Interdisciplinary STEM Course.,I - Subhabrata Dhar,"  Class Room : LT 006
FullSemester","14
Fri-14B-17:30:00-18:55:00-Class Room : LT 006
Tue-14A-17:30:00-18:55:00-Class Room : LT 006", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011P.Y. Yu and M. Cardona, Fundamentals of Semiconductors, Springer, 1992. 2.011K. Seeger, Semiconductor Physics, 9th Edition, Springer 2004. 3.011C. Hamaguchi, Basic Semiconductor Physics, Springer 2001. 4.011H. Haug and S.W. Koch, Quantum Theory of the optical and electronic Properties of Semiconductors, 4th Edition World Scientific 2004","An introduction to semiconductors, their crystal structure and their band structure. Intrinsic and extrinsic semiconductors, charge carriers and their effective masses. Methods of electronic structure calculations for semiconductors: plane wave methods, pseudo-potential approaches, semi-empirical pseudo-potential method, k.p method, Luttinger Hamiltonian, and the tight-binding approach. Electron-phonon coupling.Optical properties of semiconductors: absorption edges, effective mass approximation, excitons, polaritons. Electron transport properties: high-fieldeffects and magneto-transport."
PH 567,Non-linear Dynamics,Theory,Interdisciplinary STEM Course.,I - Punit Parmananda,"  Class Room : LH 302
FullSemester","12
Mon-12A-17:30:00-18:55:00-Class Room : LH 302
Thu-12B-17:30:00-18:55:00-Class Room : LH 302", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011I. Percival and D. Richards, Introduction to Dynamics, Cambridge University Press, 1982. 2.011Steven H. Strogatz, Nonlinear Dynamics and Chaos, Addison Weseley,1994. 3.011Edward Ott, Chaos in Dynamical Systems, Cambridge University Press,1993. 4.011E. A. Jackson, Perspectives of Nonlinear Dynamics, Vol. 1&2, Cambridge University Press, 1989.","Physics of nonlinear systems, dynamical equations and constants of motion, phase space, fixed points, stability analysis, bifurcations and their classifications, Poincar`e section and iterative maps. One dimensional non--invertible maps, simple and strange attractors, period doubling and universality, intermittency, invariant measure, Lyapunov exponents. Higher dimensional systems, Henon map, Lorenz equations. Fractal geometry and examples of simple and fat fractals, concept of dimensions. Hamiltonian systems, integrability, Liouville`s theorem, action and angle variables, introduction to perturbation techniques, KAM theorem, area preserving maps, chaos and stochasticity."
PH 569,Applied Solid State Physics,Theory,Interdisciplinary STEM Course.,I - Avinash Vithal Mahajan,"  Class Room : LT 102
FullSemester","9
Mon-9A-15:30:00-16:55:00-Class Room : LT 102
Thu-9B-15:30:00-16:55:00-Class Room : LT 102", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011N. Ashcroft and N.D. Mermin, Solid state physics 2.011C. Kittel, Introduction to solid state physics, 7th ed., John Wiley 1997. 3.011J. R. Christman, Fundamentals of Solid State Physics. John Wiley 19884.011Ibach and Luth, Solid State Physics, Springer Verlag 2009","Boltzmann transport equation, scattering and relaxation time. Optical properties of solids, excitations, concept of plasmons, polarons and polaritons. Dielectric function, dielectric and ferroelectric materials. Band structure of semiconductors, density of states and conductivity effective masses, carrier diffusion processes, excess carrier life time,recombination and trap centres, photo conductivity, electronic properties of surfaces. Dia, para and ferro magnetism, magnetic domains, magnetic materials and application. Magnetic resonance techniques, spin-spin and spin-lattice relaxation. Superconductivity, Meissner effect, tunneling in superconductors, Josephson junctions, squids, superconducting magnets."
PH 575,Nanoscience: Fundamentals to Fabrication,Theory,Interdisciplinary STEM Course.,I - Parinda Rahul Vasa,"  Class Room : LT 005
FullSemester","8
Mon-8A-14:00:00-15:25:00-Class Room : LT 005
Thu-8B-14:00:00-15:25:00-Class Room : LT 005", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"Frank J. Owens and Charles P.Poole, The Physics and Chemistry of Nano Solids, Wiley-Interscience, 2008.Guozhong Cao, Nanostructures and Nanomaterials: Synthesis, Properties and Applications, WorldScientific 2011Dieter Vollath, Nanomaterials: An Introduction to Synthesis, Properties and Applications, JohnWiley and Sons 2013C. N. R. Rao, Achim Mller, A. K. Cheetham, The Chemistry of Nanomaterials: Synthesis,Properties and Applications, John Wiley and Sons 2007A S Edelstein and R C Cammarata, Nanomaterials Synthesis, Properties and Applications, IOPPublishing Ltd 1996.Stephen A. Campbell: Fabrication Engineering at the Micro- and Nanoscale, 4th Edition. OxfordUniversity Press 2P. V. Zant, Microchip Fabrication, McGraw-Hill Education; 5 edition 2004 ISBN: 978-0071432412Ning Xi and King Lai, Nano Optoelectronic Sensors and Devices: Nanophotonics from Design toManufacturing, Elsevier Inc. 2011, eBook ISBN: 9781437734720.Sam Zhang, Nanostructured thin films and coatings: Mechanical Properties, CRC Press 2010.H. Baltes et al, Enanabling technology for MEMS and Nanodevices, Wiley-VCH, 2008","Physical Properties of Nanomaterials: Effect of size on thermal, electrical, mechanical, optical and magnetic properties of nanoscale materials, diffusion properties, dielectric properties, Surface area to aspect ratio, Quantum confinement size effects, bang gap effect at nanoscale. Synthesis of Nanomaterials The principles of nucleation and growth, thermodynamics, kinetics, and mechanisms of Nucleation and Growth of nanocrystals, crystallography, surfaces and Interfaces, Applications to growth from solutions, melts and vapors. NanoFabrication Introduction to micro/nano fabrication, photolithography, x-ray lithography, e-beam lithography, nanoimprint lithography, stamping techniques for micro/nano fabrication, methods and applications of lithographic techniques, AFM based nanolithography (DPN) and nanomanipulation, self-assembly, template based growth of nanorod arrays, 3D nanofabrication using focused ion beam (FIB), MEMS and NEMS, nano and micro-structured semiconductor materials for microelectronics."
PH 587,B.Tech Project I,Other Project,,I - Himadri Shekhar Dhar,"   
FullSemester",, , ,0,,No restrictions,6.0, , , , ,N, , 
PH 588,B.Tech. Project II,Other Project,Interdisciplinary STEM Course.,I - Himadri Shekhar Dhar,"   
FullSemester",, , ,0,,No restrictions,6.0, , , , ,N, , 
PH 595,M.Sc. project stage 1,Other Project,,I - Himadri Shekhar Dhar,"   
FullSemester",, , ,0,,No restrictions,6.0, , , , ,N, , 
PH 815,Standard Model of Particle Physics,Theory,Advanced Course.,I - Kumaraswamy Rao,"  Class Room : LT 105
FullSemester","14
Fri-14B-17:30:00-18:55:00-Class Room : LT 105
Tue-14A-17:30:00-18:55:00-Class Room : LT 105", , ,300,,No restrictions,6.0,2.0,1.0, , ,N,"1. Paul Langacker, 302223The Standard Model and Beyond302224, CRC Press 20172. John F. Donoghue, Eugene Golowich and Barry R. Holstein,""`Dynamics ofthe StandardModel"", 2nd edition, Cambridge University Press (2014)3. C. P. Burgess and G. D. Moore, 302223The standard model: A primer302224,Cambridge Univ. Press (2007)4. Palash Pal, 302223An Introductory Course of Particle Physics``,CRC Press;1st edition, 20145. T. P. Cheng and L-F Lee, 302223Gauge Fields and Elementary ParticlePhysics.302224 Oxford Science Publications, 19846. R. K. Ellis, W. J. Stirling and B. R. Webber, 302223QCD and colliderphysics302224. Cambridge Monographs on Particle Physics, Nuclear Physics andCosmology, 19967. Mulders, M. (ed.) ; Duhr, C. (ed.) 302223Proceedings of the 2018 EuropeanSchool of High-Energy Physics302224,https://e-publishing.cern.ch/index.php/CYRSP/issue/view/92, 20188. Yuval Grossman, Philip Tanedo, 302223Just a Taste:Lectures on Flavor Physics``,https://www.classe.cornell.edu/~pt267/files/notes/FlavorNotes.pdf, 2010",Symmetries of strong interactions and QCD. Parton model and perturbative QCD. RG analysis of scaling and scaling violations. Operator analysis of eN scattering. Moments of Structure Functions and Wilson Coefficients. RG Equation for Wilson Coefficients. Spontaneous symmetry breaking (SSB). O(N) models. Goldstone`s theorem. Abelian and Non-abelian Higgs mechanism and SSB in gauge theories. Renormalization of spontaneously broken gauge theories and R-ξ gauge. Goldstone boson equivalence theorem.
